"ID","Region","Institution","Region ID","is Polling Station","Active Register","is Group","Parent Electoral District"
"IVINGONI/NZAMBANI","IVINGONI/NZAMBANI WARD","United Progressive Alliance",440,"0","V-REG-00001","1","KIBWEZI EAST CONSTITUENCY"
"ENGINEER","ENGINEER WARD","United Progressive Alliance",441,"0","V-REG-00001","1","KINANGOP CONSTITUENCY"
"GATHARA","GATHARA WARD","United Progressive Alliance",442,"0","V-REG-00001","1","KINANGOP CONSTITUENCY"
"NORTH KINANGOP","NORTH KINANGOP WARD","United Progressive Alliance",443,"0","V-REG-00001","1","KINANGOP CONSTITUENCY"
"MURUNGARU","MURUNGARU WARD","United Progressive Alliance",444,"0","V-REG-00001","1","KINANGOP CONSTITUENCY"
"NJABINI KIBURU","NJABINI KIBURU WARD","United Progressive Alliance",445,"0","V-REG-00001","1","KINANGOP CONSTITUENCY"
"NYAKIO","NYAKIO WARD","United Progressive Alliance",446,"0","V-REG-00001","1","KINANGOP CONSTITUENCY"
"GITHABAI","GITHABAI WARD","United Progressive Alliance",447,"0","V-REG-00001","1","KINANGOP CONSTITUENCY"
"MAGUMU","MAGUMU WARD","United Progressive Alliance",448,"0","V-REG-00001","1","KINANGOP CONSTITUENCY"
"WANJOHI","WANJOHI WARD","United Progressive Alliance",449,"0","V-REG-00001","1","KIPIPIRI CONSTITUENCY"
"KIPIPIRI","KIPIPIRI WARD","United Progressive Alliance",450,"0","V-REG-00001","1","KIPIPIRI CONSTITUENCY"
"GETA","GETA WARD","United Progressive Alliance",451,"0","V-REG-00001","1","KIPIPIRI CONSTITUENCY"
"GITHIORO","GITHIORO WARD","United Progressive Alliance",452,"0","V-REG-00001","1","KIPIPIRI CONSTITUENCY"
"KARAU","KARAU WARD","United Progressive Alliance",453,"0","V-REG-00001","1","OL KALOU CONSTITUENCY"
"KANJUIRI RANGE","KANJUIRI RANGE WARD","United Progressive Alliance",454,"0","V-REG-00001","1","OL KALOU CONSTITUENCY"
"MIRANGINE","MIRANGINE WARD","United Progressive Alliance",455,"0","V-REG-00001","1","OL KALOU CONSTITUENCY"
"KAIMBAGA","KAIMBAGA WARD","United Progressive Alliance",456,"0","V-REG-00001","1","OL KALOU CONSTITUENCY"
"RURII","RURII WARD","United Progressive Alliance",457,"0","V-REG-00001","1","OL KALOU CONSTITUENCY"
"GATHANJI","GATHANJI WARD","United Progressive Alliance",458,"0","V-REG-00001","1","OL JOROK CONSTITUENCY"
"GATIMU","GATIMU WARD","United Progressive Alliance",459,"0","V-REG-00001","1","OL JOROK CONSTITUENCY"
"WERU","WERU WARD","United Progressive Alliance",460,"0","V-REG-00001","1","OL JOROK CONSTITUENCY"
"CHARAGITA","CHARAGITA WARD","United Progressive Alliance",461,"0","V-REG-00001","1","OL JOROK CONSTITUENCY"
"LESHAU/PONDO","LESHAU/PONDO WARD","United Progressive Alliance",462,"0","V-REG-00001","1","NDARAGWA CONSTITUENCY"
"KIRIITA","KIRIITA WARD","United Progressive Alliance",463,"0","V-REG-00001","1","NDARAGWA CONSTITUENCY"
"CENTRAL","CENTRAL WARD","United Progressive Alliance",464,"0","V-REG-00001","1","NDARAGWA CONSTITUENCY"
"SHAMATA","SHAMATA WARD","United Progressive Alliance",465,"0","V-REG-00001","1","NDARAGWA CONSTITUENCY"
"DEDAN KIMANTHI","DEDAN KIMANTHI WARD","United Progressive Alliance",466,"0","V-REG-00001","1","TETU CONSTITUENCY"
"WAMAGANA","WAMAGANA WARD","United Progressive Alliance",467,"0","V-REG-00001","1","TETU CONSTITUENCY"
"AGUTHI-GAAKI","AGUTHI-GAAKI WARD","United Progressive Alliance",468,"0","V-REG-00001","1","TETU CONSTITUENCY"
"MWEIGA","MWEIGA WARD","United Progressive Alliance",469,"0","V-REG-00001","1","KIENI CONSTITUENCY"
"NAROMORU KIAMATHAGA","NAROMORU KIAMATHAGA WARD","United Progressive Alliance",470,"0","V-REG-00001","1","KIENI CONSTITUENCY"
"MWIYOGO/ENDARASHA","MWIYOGO/ENDARASHA WARD","United Progressive Alliance",471,"0","V-REG-00001","1","KIENI CONSTITUENCY"
"MUGUNDA","MUGUNDA WARD","United Progressive Alliance",472,"0","V-REG-00001","1","KIENI CONSTITUENCY"
"GATARAKWA","GATARAKWA WARD","United Progressive Alliance",473,"0","V-REG-00001","1","KIENI CONSTITUENCY"
"THEGU RIVER","THEGU RIVER WARD","United Progressive Alliance",474,"0","V-REG-00001","1","KIENI CONSTITUENCY"
"KABARU","KABARU WARD","United Progressive Alliance",475,"0","V-REG-00001","1","KIENI CONSTITUENCY"
"GAKAWA","GAKAWA WARD","United Progressive Alliance",476,"0","V-REG-00001","1","KIENI CONSTITUENCY"
"RUGURU","RUGURU WARD","United Progressive Alliance",477,"0","V-REG-00001","1","MATHIRA CONSTITUENCY"
"MAGUTU","MAGUTU WARD","United Progressive Alliance",478,"0","V-REG-00001","1","MATHIRA CONSTITUENCY"
"IRIAINI","IRIAINI WARD","United Progressive Alliance",479,"0","V-REG-00001","1","MATHIRA CONSTITUENCY"
"KONYU","KONYU WARD","United Progressive Alliance",480,"0","V-REG-00001","1","MATHIRA CONSTITUENCY"
"KIRIMUKUYU","KIRIMUKUYU WARD","United Progressive Alliance",481,"0","V-REG-00001","1","MATHIRA CONSTITUENCY"
"KARATINA TOWN","KARATINA TOWN WARD","United Progressive Alliance",482,"0","V-REG-00001","1","MATHIRA CONSTITUENCY"
"MAHIGA","MAHIGA WARD","United Progressive Alliance",483,"0","V-REG-00001","1","OTHAYA CONSTITUENCY"
"IRIA-INI","IRIA-INI WARD","United Progressive Alliance",484,"0","V-REG-00001","1","OTHAYA CONSTITUENCY"
"CHINGA","CHINGA WARD","United Progressive Alliance",485,"0","V-REG-00001","1","OTHAYA CONSTITUENCY"
"KARIMA","KARIMA WARD","United Progressive Alliance",486,"0","V-REG-00001","1","OTHAYA CONSTITUENCY"
"GIKONDI","GIKONDI WARD","United Progressive Alliance",487,"0","V-REG-00001","1","MUKURWEINI CONSTITUENCY"
"RUGI","RUGI WARD","United Progressive Alliance",488,"0","V-REG-00001","1","MUKURWEINI CONSTITUENCY"
"MUKURWE-INI WEST","MUKURWE-INI WEST WARD","United Progressive Alliance",489,"0","V-REG-00001","1","MUKURWEINI CONSTITUENCY"
"MUKURWE-INI CENTRAL","MUKURWE-INI CENTRAL WARD","United Progressive Alliance",490,"0","V-REG-00001","1","MUKURWEINI CONSTITUENCY"
"KIGANJO/MATHARI","KIGANJO/MATHARI WARD","United Progressive Alliance",491,"0","V-REG-00001","1","NYERI TOWN CONSTITUENCY"
"RWARE","RWARE WARD","United Progressive Alliance",492,"0","V-REG-00001","1","NYERI TOWN CONSTITUENCY"
"GATITU/MURUGURU","GATITU/MURUGURU WARD","United Progressive Alliance",493,"0","V-REG-00001","1","NYERI TOWN CONSTITUENCY"
"RURING'U","RURING'U WARD","United Progressive Alliance",494,"0","V-REG-00001","1","NYERI TOWN CONSTITUENCY"
"KAMAKWA/MUKARO","KAMAKWA/MUKARO WARD","United Progressive Alliance",495,"0","V-REG-00001","1","NYERI TOWN CONSTITUENCY"
"MUTITHI","MUTITHI WARD","United Progressive Alliance",496,"0","V-REG-00001","1","MWEA CONSTITUENCY"
"KANGAI","KANGAI WARD","United Progressive Alliance",497,"0","V-REG-00001","1","MWEA CONSTITUENCY"
"THIBA","THIBA WARD","United Progressive Alliance",498,"0","V-REG-00001","1","MWEA CONSTITUENCY"
"WAMUMU","WAMUMU WARD","United Progressive Alliance",499,"0","V-REG-00001","1","MWEA CONSTITUENCY"
"NYANGATI","NYANGATI WARD","United Progressive Alliance",500,"0","V-REG-00001","1","MWEA CONSTITUENCY"
"MURINDUKO","MURINDUKO WARD","United Progressive Alliance",501,"0","V-REG-00001","1","MWEA CONSTITUENCY"
"GATHIGIRIRI","GATHIGIRIRI WARD","United Progressive Alliance",502,"0","V-REG-00001","1","MWEA CONSTITUENCY"
"TEBERE","TEBERE WARD","United Progressive Alliance",503,"0","V-REG-00001","1","MWEA CONSTITUENCY"
"KABARE","KABARE WARD","United Progressive Alliance",504,"0","V-REG-00001","1","GICHUGU CONSTITUENCY"
"BARAGWI","BARAGWI WARD","United Progressive Alliance",505,"0","V-REG-00001","1","GICHUGU CONSTITUENCY"
"NJUKIINI","NJUKIINI WARD","United Progressive Alliance",506,"0","V-REG-00001","1","GICHUGU CONSTITUENCY"
"NGARIAMA","NGARIAMA WARD","United Progressive Alliance",507,"0","V-REG-00001","1","GICHUGU CONSTITUENCY"
"KARUMANDI","KARUMANDI WARD","United Progressive Alliance",508,"0","V-REG-00001","1","GICHUGU CONSTITUENCY"
"MUKURE","MUKURE WARD","United Progressive Alliance",509,"0","V-REG-00001","1","NDIA CONSTITUENCY"
"KIINE","KIINE WARD","United Progressive Alliance",510,"0","V-REG-00001","1","NDIA CONSTITUENCY"
"KARITI","KARITI WARD","United Progressive Alliance",511,"0","V-REG-00001","1","NDIA CONSTITUENCY"
"MUTIRA","MUTIRA WARD","United Progressive Alliance",512,"0","V-REG-00001","1","KIRINYAGA CENTRAL CONSTITUENCY"
"KANYEKINI","KANYEKINI WARD","United Progressive Alliance",513,"0","V-REG-00001","1","KIRINYAGA CENTRAL CONSTITUENCY"
"KERUGOYA","KERUGOYA WARD","United Progressive Alliance",514,"0","V-REG-00001","1","KIRINYAGA CENTRAL CONSTITUENCY"
"INOI","INOI WARD","United Progressive Alliance",515,"0","V-REG-00001","1","KIRINYAGA CENTRAL CONSTITUENCY"
"KANYENYA-INI","KANYENYA-INI WARD","United Progressive Alliance",516,"0","V-REG-00001","1","KANGEMA CONSTITUENCY"
"MUGURU","MUGURU WARD","United Progressive Alliance",517,"0","V-REG-00001","1","KANGEMA CONSTITUENCY"
"RWATHIA","RWATHIA WARD","United Progressive Alliance",518,"0","V-REG-00001","1","KANGEMA CONSTITUENCY"
"GITUGI","GITUGI WARD","United Progressive Alliance",519,"0","V-REG-00001","1","MATHIOYA CONSTITUENCY"
"KIRU","KIRU WARD","United Progressive Alliance",520,"0","V-REG-00001","1","MATHIOYA CONSTITUENCY"
"KAMACHARIA","KAMACHARIA WARD","United Progressive Alliance",521,"0","V-REG-00001","1","MATHIOYA CONSTITUENCY"
"WANGU","WANGU WARD","United Progressive Alliance",522,"0","V-REG-00001","1","KIHARU CONSTITUENCY"
"MUGOIRI","MUGOIRI WARD","United Progressive Alliance",523,"0","V-REG-00001","1","KIHARU CONSTITUENCY"
"MBIRI","MBIRI WARD","United Progressive Alliance",524,"0","V-REG-00001","1","KIHARU CONSTITUENCY"
"TOWNSHIP","TOWNSHIP WARD","United Progressive Alliance",525,"0","V-REG-00001","1","KIHARU CONSTITUENCY"
"MURARANDIA","MURARANDIA WARD","United Progressive Alliance",526,"0","V-REG-00001","1","KIHARU CONSTITUENCY"
"GATURI","GATURI WARD","United Progressive Alliance",527,"0","V-REG-00001","1","KIHARU CONSTITUENCY"
"KAHUMBU","KAHUMBU WARD","United Progressive Alliance",528,"0","V-REG-00001","1","KIGUMO CONSTITUENCY"
"MUTHITHI","MUTHITHI WARD","United Progressive Alliance",529,"0","V-REG-00001","1","KIGUMO CONSTITUENCY"
"KIGUMO","KIGUMO WARD","United Progressive Alliance",530,"0","V-REG-00001","1","KIGUMO CONSTITUENCY"
"KANGARI","KANGARI WARD","United Progressive Alliance",531,"0","V-REG-00001","1","KIGUMO CONSTITUENCY"
"KINYONA","KINYONA WARD","United Progressive Alliance",532,"0","V-REG-00001","1","KIGUMO CONSTITUENCY"
"KIMORORI/WEMPA","KIMORORI/WEMPA WARD","United Progressive Alliance",533,"0","V-REG-00001","1","MARAGWA CONSTITUENCY"
"MAKUYU","MAKUYU WARD","United Progressive Alliance",534,"0","V-REG-00001","1","MARAGWA CONSTITUENCY"
"KAMBITI","KAMBITI WARD","United Progressive Alliance",535,"0","V-REG-00001","1","MARAGWA CONSTITUENCY"
"KAMAHUHA","KAMAHUHA WARD","United Progressive Alliance",536,"0","V-REG-00001","1","MARAGWA CONSTITUENCY"
"ICHAGAKI","ICHAGAKI WARD","United Progressive Alliance",537,"0","V-REG-00001","1","MARAGWA CONSTITUENCY"
"NGINDA","NGINDA WARD","United Progressive Alliance",538,"0","V-REG-00001","1","MARAGWA CONSTITUENCY"
"NG'ARARIA","NG'ARARIA WARD","United Progressive Alliance",539,"0","V-REG-00001","1","KANDARA CONSTITUENCY"
"MURUKA","MURUKA WARD","United Progressive Alliance",540,"0","V-REG-00001","1","KANDARA CONSTITUENCY"
"KAGUNDU-INI","KAGUNDU-INI WARD","United Progressive Alliance",541,"0","V-REG-00001","1","KANDARA CONSTITUENCY"
"GAICHANJIRU","GAICHANJIRU WARD","United Progressive Alliance",542,"0","V-REG-00001","1","KANDARA CONSTITUENCY"
"ITHIRU","ITHIRU WARD","United Progressive Alliance",543,"0","V-REG-00001","1","KANDARA CONSTITUENCY"
"RUCHU","RUCHU WARD","United Progressive Alliance",544,"0","V-REG-00001","1","KANDARA CONSTITUENCY"
"ITHANGA","ITHANGA WARD","United Progressive Alliance",545,"0","V-REG-00001","1","GATANGA CONSTITUENCY"
"KAKUZI/MITUBIRI","KAKUZI/MITUBIRI WARD","United Progressive Alliance",546,"0","V-REG-00001","1","GATANGA CONSTITUENCY"
"MUGUMO-INI","MUGUMO-INI WARD","United Progressive Alliance",547,"0","V-REG-00001","1","GATANGA CONSTITUENCY"
"KIHUMBU-INI","KIHUMBU-INI WARD","United Progressive Alliance",548,"0","V-REG-00001","1","GATANGA CONSTITUENCY"
"GATANGA","GATANGA WARD","United Progressive Alliance",549,"0","V-REG-00001","1","GATANGA CONSTITUENCY"
"KARIARA","KARIARA WARD","United Progressive Alliance",550,"0","V-REG-00001","1","GATANGA CONSTITUENCY"
"KIAMWANGI","KIAMWANGI WARD","United Progressive Alliance",551,"0","V-REG-00001","1","GATUNDU SOUTH CONSTITUENCY"
"KIGANJO","KIGANJO WARD","United Progressive Alliance",552,"0","V-REG-00001","1","GATUNDU SOUTH CONSTITUENCY"
"NDARUGU","NDARUGU WARD","United Progressive Alliance",553,"0","V-REG-00001","1","GATUNDU SOUTH CONSTITUENCY"
"NGENDA","NGENDA WARD","United Progressive Alliance",554,"0","V-REG-00001","1","GATUNDU SOUTH CONSTITUENCY"
"GITUAMBA","GITUAMBA WARD","United Progressive Alliance",555,"0","V-REG-00001","1","GATUNDU NORTH CONSTITUENCY"
"GITHOBOKONI","GITHOBOKONI WARD","United Progressive Alliance",556,"0","V-REG-00001","1","GATUNDU NORTH CONSTITUENCY"
"CHANIA","CHANIA WARD","United Progressive Alliance",557,"0","V-REG-00001","1","GATUNDU NORTH CONSTITUENCY"
"MANG'U","MANG'U WARD","United Progressive Alliance",558,"0","V-REG-00001","1","GATUNDU NORTH CONSTITUENCY"
"MURERA","MURERA WARD","United Progressive Alliance",559,"0","V-REG-00001","1","JUJA CONSTITUENCY"
"THETA","THETA WARD","United Progressive Alliance",560,"0","V-REG-00001","1","JUJA CONSTITUENCY"
"JUJA","JUJA WARD","United Progressive Alliance",561,"0","V-REG-00001","1","JUJA CONSTITUENCY"
"WITEITHIE","WITEITHIE WARD","United Progressive Alliance",562,"0","V-REG-00001","1","JUJA CONSTITUENCY"
"KALIMONI","KALIMONI WARD","United Progressive Alliance",563,"0","V-REG-00001","1","JUJA CONSTITUENCY"
"TOWNSHIP","TOWNSHIP WARD","United Progressive Alliance",564,"0","V-REG-00001","1","THIKA TOWN CONSTITUENCY"
"KAMENU","KAMENU WARD","United Progressive Alliance",565,"0","V-REG-00001","1","THIKA TOWN CONSTITUENCY"
"HOSPITAL","HOSPITAL WARD","United Progressive Alliance",566,"0","V-REG-00001","1","THIKA TOWN CONSTITUENCY"
"GATUANYAGA","GATUANYAGA WARD","United Progressive Alliance",567,"0","V-REG-00001","1","THIKA TOWN CONSTITUENCY"
"NGOLIBA","NGOLIBA WARD","United Progressive Alliance",568,"0","V-REG-00001","1","THIKA TOWN CONSTITUENCY"
"GITOTHUA","GITOTHUA WARD","United Progressive Alliance",569,"0","V-REG-00001","1","RUIRU CONSTITUENCY"
"BIASHARA","BIASHARA WARD","United Progressive Alliance",570,"0","V-REG-00001","1","RUIRU CONSTITUENCY"
"GATONGORA","GATONGORA WARD","United Progressive Alliance",571,"0","V-REG-00001","1","RUIRU CONSTITUENCY"
"KAHAWA SUKARI","KAHAWA SUKARI WARD","United Progressive Alliance",572,"0","V-REG-00001","1","RUIRU CONSTITUENCY"
"KAHAWA WENDANI","KAHAWA WENDANI WARD","United Progressive Alliance",573,"0","V-REG-00001","1","RUIRU CONSTITUENCY"
"KIUU","KIUU WARD","United Progressive Alliance",574,"0","V-REG-00001","1","RUIRU CONSTITUENCY"
"MWIKI","MWIKI WARD","United Progressive Alliance",575,"0","V-REG-00001","1","RUIRU CONSTITUENCY"
"MWIHOKO","MWIHOKO WARD","United Progressive Alliance",576,"0","V-REG-00001","1","RUIRU CONSTITUENCY"
"GITHUNGURI","GITHUNGURI WARD","United Progressive Alliance",577,"0","V-REG-00001","1","GITHUNGURI CONSTITUENCY"
"GITHIGA","GITHIGA WARD","United Progressive Alliance",578,"0","V-REG-00001","1","GITHUNGURI CONSTITUENCY"
"IKINU","IKINU WARD","United Progressive Alliance",579,"0","V-REG-00001","1","GITHUNGURI CONSTITUENCY"
"NGEWA","NGEWA WARD","United Progressive Alliance",580,"0","V-REG-00001","1","GITHUNGURI CONSTITUENCY"
"KOMOTHAI","KOMOTHAI WARD","United Progressive Alliance",581,"0","V-REG-00001","1","GITHUNGURI CONSTITUENCY"
"TING'ANG'A","TING'ANG'A WARD","United Progressive Alliance",582,"0","V-REG-00001","1","KIAMBU CONSTITUENCY"
"NDUMBERI","NDUMBERI WARD","United Progressive Alliance",583,"0","V-REG-00001","1","KIAMBU CONSTITUENCY"
"RIABAI","RIABAI WARD","United Progressive Alliance",584,"0","V-REG-00001","1","KIAMBU CONSTITUENCY"
"TOWNSHIP","TOWNSHIP WARD","United Progressive Alliance",585,"0","V-REG-00001","1","KIAMBU CONSTITUENCY"
"CIANDA","CIANDA WARD","United Progressive Alliance",586,"0","V-REG-00001","1","KIAMBAA CONSTITUENCY"
"KARURI","KARURI WARD","United Progressive Alliance",587,"0","V-REG-00001","1","KIAMBAA CONSTITUENCY"
"NDENDERU","NDENDERU WARD","United Progressive Alliance",588,"0","V-REG-00001","1","KIAMBAA CONSTITUENCY"
"MUCHATHA","MUCHATHA WARD","United Progressive Alliance",589,"0","V-REG-00001","1","KIAMBAA CONSTITUENCY"
"KIHARA","KIHARA WARD","United Progressive Alliance",590,"0","V-REG-00001","1","KIAMBAA CONSTITUENCY"
"GITARU","GITARU WARD","United Progressive Alliance",591,"0","V-REG-00001","1","KABETE CONSTITUENCY"
"MUGUGA","MUGUGA WARD","United Progressive Alliance",592,"0","V-REG-00001","1","KABETE CONSTITUENCY"
"NYADHUNA","NYADHUNA WARD","United Progressive Alliance",593,"0","V-REG-00001","1","KABETE CONSTITUENCY"
"KABETE","KABETE WARD","United Progressive Alliance",594,"0","V-REG-00001","1","KABETE CONSTITUENCY"
"UTHIRU","UTHIRU WARD","United Progressive Alliance",595,"0","V-REG-00001","1","KABETE CONSTITUENCY"
"KARAI","KARAI WARD","United Progressive Alliance",596,"0","V-REG-00001","1","KIKUYU CONSTITUENCY"
"NACHU","NACHU WARD","United Progressive Alliance",597,"0","V-REG-00001","1","KIKUYU CONSTITUENCY"
"SIGONA","SIGONA WARD","United Progressive Alliance",598,"0","V-REG-00001","1","KIKUYU CONSTITUENCY"
"KIKUYU","KIKUYU WARD","United Progressive Alliance",599,"0","V-REG-00001","1","KIKUYU CONSTITUENCY"
"KINOO","KINOO WARD","United Progressive Alliance",600,"0","V-REG-00001","1","KIKUYU CONSTITUENCY"
"BIBIRIONI","BIBIRIONI WARD","United Progressive Alliance",601,"0","V-REG-00001","1","LIMURU CONSTITUENCY"
"LIMURU CENTRAL","LIMURU CENTRAL WARD","United Progressive Alliance",602,"0","V-REG-00001","1","LIMURU CONSTITUENCY"
"NDEIYA","NDEIYA WARD","United Progressive Alliance",603,"0","V-REG-00001","1","LIMURU CONSTITUENCY"
"LIMURU EAST","LIMURU EAST WARD","United Progressive Alliance",604,"0","V-REG-00001","1","LIMURU CONSTITUENCY"
"NGECHA TIGONI","NGECHA TIGONI WARD","United Progressive Alliance",605,"0","V-REG-00001","1","LIMURU CONSTITUENCY"
"KINALE","KINALE WARD","United Progressive Alliance",606,"0","V-REG-00001","1","LARI CONSTITUENCY"
"KIJABE","KIJABE WARD","United Progressive Alliance",607,"0","V-REG-00001","1","LARI CONSTITUENCY"
"NYANDUMA","NYANDUMA WARD","United Progressive Alliance",608,"0","V-REG-00001","1","LARI CONSTITUENCY"
"KAMBURU","KAMBURU WARD","United Progressive Alliance",609,"0","V-REG-00001","1","LARI CONSTITUENCY"
"LARI/KIRENGA","LARI/KIRENGA WARD","United Progressive Alliance",610,"0","V-REG-00001","1","LARI CONSTITUENCY"
"KAERIS","KAERIS WARD","United Progressive Alliance",611,"0","V-REG-00001","1","TURKANA NORTH CONSTITUENCY"
"LAKE ZONE","LAKE ZONE WARD","United Progressive Alliance",612,"0","V-REG-00001","1","TURKANA NORTH CONSTITUENCY"
"LAPUR","LAPUR WARD","United Progressive Alliance",613,"0","V-REG-00001","1","TURKANA NORTH CONSTITUENCY"
"KAALENG/KAIKOR","KAALENG/KAIKOR WARD","United Progressive Alliance",614,"0","V-REG-00001","1","TURKANA NORTH CONSTITUENCY"
"KIBISH","KIBISH WARD","United Progressive Alliance",615,"0","V-REG-00001","1","TURKANA NORTH CONSTITUENCY"
"NAKALALE","NAKALALE WARD","United Progressive Alliance",616,"0","V-REG-00001","1","TURKANA NORTH CONSTITUENCY"
"KAKUMA","KAKUMA WARD","United Progressive Alliance",617,"0","V-REG-00001","1","TURKANA WEST CONSTITUENCY"
"LOPUR","LOPUR WARD","United Progressive Alliance",618,"0","V-REG-00001","1","TURKANA WEST CONSTITUENCY"
"LETEA","LETEA WARD","United Progressive Alliance",619,"0","V-REG-00001","1","TURKANA WEST CONSTITUENCY"
"SONGOT","SONGOT WARD","United Progressive Alliance",620,"0","V-REG-00001","1","TURKANA WEST CONSTITUENCY"
"KALOBEYEI","KALOBEYEI WARD","United Progressive Alliance",621,"0","V-REG-00001","1","TURKANA WEST CONSTITUENCY"
"LOKICHOGGIO","LOKICHOGGIO WARD","United Progressive Alliance",622,"0","V-REG-00001","1","TURKANA WEST CONSTITUENCY"
"NANAAM","NANAAM WARD","United Progressive Alliance",623,"0","V-REG-00001","1","TURKANA WEST CONSTITUENCY"
"KERIO DELTA","KERIO DELTA WARD","United Progressive Alliance",624,"0","V-REG-00001","1","TURKANA CENTRAL CONSTITUENCY"
"KANG'ATOTHA","KANG'ATOTHA WARD","United Progressive Alliance",625,"0","V-REG-00001","1","TURKANA CENTRAL CONSTITUENCY"
"KALOKOL","KALOKOL WARD","United Progressive Alliance",626,"0","V-REG-00001","1","TURKANA CENTRAL CONSTITUENCY"
"LODWAR TOWNSHIP","LODWAR TOWNSHIP WARD","United Progressive Alliance",627,"0","V-REG-00001","1","TURKANA CENTRAL CONSTITUENCY"
"KANAMKEMER","KANAMKEMER WARD","United Progressive Alliance",628,"0","V-REG-00001","1","TURKANA CENTRAL CONSTITUENCY"
"KOTARUK/LOBEI","KOTARUK/LOBEI WARD","United Progressive Alliance",629,"0","V-REG-00001","1","LOIMA CONSTITUENCY"
"TURKWEL","TURKWEL WARD","United Progressive Alliance",630,"0","V-REG-00001","1","LOIMA CONSTITUENCY"
"LOIMA","LOIMA WARD","United Progressive Alliance",631,"0","V-REG-00001","1","LOIMA CONSTITUENCY"
"LOKIRIAMA/LORENGIPPI","LOKIRIAMA/LORENGIPPI WARD","United Progressive Alliance",632,"0","V-REG-00001","1","LOIMA CONSTITUENCY"
"KAPUTIR","KAPUTIR WARD","United Progressive Alliance",633,"0","V-REG-00001","1","TURKANA SOUTH CONSTITUENCY"
"KATILU","KATILU WARD","United Progressive Alliance",634,"0","V-REG-00001","1","TURKANA SOUTH CONSTITUENCY"
"LOBOKAT","LOBOKAT WARD","United Progressive Alliance",635,"0","V-REG-00001","1","TURKANA SOUTH CONSTITUENCY"
"KALAPATA","KALAPATA WARD","United Progressive Alliance",636,"0","V-REG-00001","1","TURKANA SOUTH CONSTITUENCY"
"LOKICHAR","LOKICHAR WARD","United Progressive Alliance",637,"0","V-REG-00001","1","TURKANA SOUTH CONSTITUENCY"
"KAPEDO/NAPEITOM","KAPEDO/NAPEITOM WARD","United Progressive Alliance",638,"0","V-REG-00001","1","TURKANA EAST CONSTITUENCY"
"KATILIA","KATILIA WARD","United Progressive Alliance",639,"0","V-REG-00001","1","TURKANA EAST CONSTITUENCY"
"LOKORI/KOCHODIN","LOKORI/KOCHODIN WARD","United Progressive Alliance",640,"0","V-REG-00001","1","TURKANA EAST CONSTITUENCY"
"RIWO","RIWO WARD","United Progressive Alliance",641,"0","V-REG-00001","1","KAPENGURIA CONSTITUENCY"
"KAPENGURIA","KAPENGURIA WARD","United Progressive Alliance",642,"0","V-REG-00001","1","KAPENGURIA CONSTITUENCY"
"MNAGEI","MNAGEI WARD","United Progressive Alliance",643,"0","V-REG-00001","1","KAPENGURIA CONSTITUENCY"
"SIYOI","SIYOI WARD","United Progressive Alliance",644,"0","V-REG-00001","1","KAPENGURIA CONSTITUENCY"
"ENDUGH","ENDUGH WARD","United Progressive Alliance",645,"0","V-REG-00001","1","KAPENGURIA CONSTITUENCY"
"SOOK","SOOK WARD","United Progressive Alliance",646,"0","V-REG-00001","1","KAPENGURIA CONSTITUENCY"
"SEKERR","SEKERR WARD","United Progressive Alliance",647,"0","V-REG-00001","1","SIGOR CONSTITUENCY"
"MASOOL","MASOOL WARD","United Progressive Alliance",648,"0","V-REG-00001","1","SIGOR CONSTITUENCY"
"LOMUT","LOMUT WARD","United Progressive Alliance",649,"0","V-REG-00001","1","SIGOR CONSTITUENCY"
"WEIWEI","WEIWEI WARD","United Progressive Alliance",650,"0","V-REG-00001","1","SIGOR CONSTITUENCY"
"SUAM","SUAM WARD","United Progressive Alliance",651,"0","V-REG-00001","1","KACHELIBA CONSTITUENCY"
"KODICH","KODICH WARD","United Progressive Alliance",652,"0","V-REG-00001","1","KACHELIBA CONSTITUENCY"
"KASEI","KASEI WARD","United Progressive Alliance",653,"0","V-REG-00001","1","KACHELIBA CONSTITUENCY"
"KAPCHOK","KAPCHOK WARD","United Progressive Alliance",654,"0","V-REG-00001","1","KACHELIBA CONSTITUENCY"
"KIWAWA","KIWAWA WARD","United Progressive Alliance",655,"0","V-REG-00001","1","KACHELIBA CONSTITUENCY"
"ALALE","ALALE WARD","United Progressive Alliance",656,"0","V-REG-00001","1","KACHELIBA CONSTITUENCY"
"CHEPARERIA","CHEPARERIA WARD","United Progressive Alliance",657,"0","V-REG-00001","1","POKOT SOUTH CONSTITUENCY"
"BATEI","BATEI WARD","United Progressive Alliance",658,"0","V-REG-00001","1","POKOT SOUTH CONSTITUENCY"
"LELAN","LELAN WARD","United Progressive Alliance",659,"0","V-REG-00001","1","POKOT SOUTH CONSTITUENCY"
"TAPACH","TAPACH WARD","United Progressive Alliance",660,"0","V-REG-00001","1","POKOT SOUTH CONSTITUENCY"
"LODOKEJEK","LODOKEJEK WARD","United Progressive Alliance",661,"0","V-REG-00001","1","SAMBURU WEST CONSTITUENCY"
"SUGUTA MARMAR","SUGUTA MARMAR WARD","United Progressive Alliance",662,"0","V-REG-00001","1","SAMBURU WEST CONSTITUENCY"
"MARALAL","MARALAL WARD","United Progressive Alliance",663,"0","V-REG-00001","1","SAMBURU WEST CONSTITUENCY"
